Carrier Group,Call Sign,Registration,Model,Operation,Origination Airport,Destination Airport,Gate Assigned (Aerobahn),Gate,Runway Assigned (Aerobahn),Runway,First Fix,International or Domestic Indicator,Event Time,Flight Origination Date,Scheduled Off Block Time (Aerobahn),Actual Off Block Time (Aerobahn),Movement Area Entrance Time,Actual Take Off Time (Aerobahn),Actual Landing Time (Aerobahn),Movement Area Exit Time,Scheduled In Block Time (Aerobahn),Actual In Block Time (Aerobahn),Total Taxi Time
General Aviation,,N121PH,PC-12/45,Departure,,,,Gate_WestPark_8,29,29,,,9/20/15 18:50,,,9/20/15 18:46,9/20/15 18:48,9/20/15 18:50,,,,,0:03:55
General Aviation,BOS2,F-GPEK,B752,Departure,EWR,ORY,,,4L,4L,MERIT,International,9/20/15 18:51,9/20/15,9/20/15 18:45,,,9/20/15 18:51,,,,,
General Aviation,DAL1682,N980AT,B712,Departure,EWR,DTW,Gate_46B,,4L,4L,GAYEL,Domestic,9/20/15 18:52,9/20/15,9/20/15 18:25,9/20/15 18:21,,9/20/15 18:52,9/20/15 20:10,,9/20/15 20:31,,
United Airlines,UAL1611,N27722,B737,Departure,EWR,PHX,Gate_74,Gate_74,4L,4L,NEWEL,,9/20/15 18:54,,9/20/15 18:29,9/20/15 18:29,9/20/15 18:36,9/20/15 18:54,9/20/15 23:34,,9/20/15 23:59,9/20/15 23:45,0:24:48
General Aviation,JBU305,N644JB,A320,Departure,EWR,FLL,Gate_16,Gate_16,4L,4L,ELVAE,,9/20/15 18:55,,9/20/15 18:28,9/20/15 18:31,9/20/15 18:37,9/20/15 18:55,9/20/15 21:21,,9/20/15 21:33,,0:23:23
General Aviation,ACA771,C-FMZB,E190,Departure,EWR,YYZ,Gate_11,Gate_11,4L,4L,GAYEL,,9/20/15 18:56,,9/20/15 18:35,9/20/15 18:34,9/20/15 18:42,9/20/15 18:56,9/20/15 20:00,,9/20/15 20:14,9/20/15 20:15,0:22:16
United Airlines,RPA4872,N346NG,DH8D,Departure,EWR,ORF,Gate_114,Gate_114,4L,4L,ELVAE,,9/20/15 18:58,,9/20/15 17:48,9/20/15 18:37,9/20/15 18:37,9/20/15 18:58,9/20/15 19:56,,9/20/15 19:20,9/20/15 20:00,0:20:51
General Aviation,AAL681,N509AY,A321,Departure,EWR,CLT,,,4L,4L,BIGGY,,9/20/15 19:00,,9/20/15 18:29,,,9/20/15 19:00,9/20/15 20:26,,,,
United Airlines,UAL40,N67058,B764,Departure,EWR,FCO,Gate_90,Gate_90,4L,4L,MERIT,,9/20/15 19:01,,9/20/15 17:20,9/20/15 18:34,9/20/15 18:41,9/20/15 19:01,9/21/15 2:54,,9/21/15 1:45,9/21/15 3:04,0:26:49
United Airlines,UAL1640,N37281,B738,Departure,EWR,TPA,Gate_132,Gate_132,4L,4L,BIGGY,,9/20/15 19:02,,9/20/15 18:29,9/20/15 18:38,9/20/15 18:43,9/20/15 19:02,9/20/15 21:22,,9/20/15 21:29,9/20/15 21:29,0:23:52
General Aviation,SAS908,LN-RKH,A333,Departure,EWR,OSL,,,4L,4L,MERIT,International,9/20/15 19:03,9/20/15,9/20/15 18:55,9/20/15 18:38,,9/20/15 19:03,,,9/21/15 2:20,,
General Aviation,JBU1127,N827JB,A320,Departure,EWR,MCO,Gate_17,,4L,4L,ELVAE,,9/20/15 19:05,,9/20/15 18:50,,9/20/15 18:50,9/20/15 19:05,9/20/15 21:23,,9/20/15 21:42,,
United Airlines,UAL992,N76054,B764,Departure,EWR,ZRH,Gate_120,Gate_120,4L,4L,MERIT,,9/20/15 19:07,,9/20/15 18:30,9/20/15 18:38,9/20/15 18:48,9/20/15 19:07,9/21/15 2:10,,9/21/15 2:30,9/21/15 2:17,0:28:27
General Aviation,FLG3952,N305PQ,CRJ9,Departure,EWR,MSP,Gate_47,Gate_55,4L,4L,GAYEL,,9/20/15 19:08,,9/20/15 18:40,9/20/15 18:52,,9/20/15 19:08,9/20/15 21:31,,9/20/15 21:43,,0:16:32
United Airlines,TCF3579,N859RW,E170,Departure,EWR,ORD,Gate_23A,Gate_23A,4L,4L,COATE,,9/20/15 19:09,,9/20/15 18:50,9/20/15 18:52,9/20/15 18:53,9/20/15 19:09,9/20/15 20:56,,9/20/15 21:36,9/20/15 21:33,0:17:30
General Aviation,DAL270,N1604R,B763,Departure,EWR,CDG,Gate_42,,4L,4L,MERIT,International,9/20/15 19:10,9/20/15,9/20/15 18:55,9/20/15 18:49,9/20/15 18:56,9/20/15 19:10,,,9/21/15 2:35,,
United Airlines,ASQ4361,N13161,E45X,Departure,EWR,TYS,Gate_23,Gate_23,4L,4L,LANNA,,9/20/15 19:12,,9/20/15 19:05,9/20/15 18:56,9/20/15 18:59,9/20/15 19:12,9/20/15 20:52,,9/20/15 21:16,9/20/15 20:55,0:15:53
United Airlines,UAL999,N78013,B772,Departure,EWR,BRU,Gate_102,Gate_102,4L,4L,MERIT,,9/20/15 19:14,,9/20/15 18:25,9/20/15 18:48,9/20/15 18:55,9/20/15 19:14,9/21/15 1:29,,9/21/15 1:45,9/21/15 1:36,0:25:28
United Airlines,UAL1416,N33262,B738,Departure,EWR,DEN,Gate_105,Gate_105,4L,4L,NEWEL,,9/20/15 19:16,,9/20/15 18:59,9/20/15 19:02,9/20/15 19:03,9/20/15 19:16,9/20/15 22:45,,9/20/15 23:25,9/20/15 22:50,0:13:26
General Aviation,DAL156,N169DZ,B763,Departure,EWR,LHR,Gate_45,Gate_45,4L,4L,MERIT,International,9/20/15 19:17,9/20/15,9/20/15 19:08,9/20/15 19:06,9/20/15 19:11,9/20/15 19:17,,,9/21/15 2:30,,0:10:35
United Airlines,UAL1580,N14237,B738,Departure,EWR,LAS,Gate_101,Gate_101,4L,4L,NEWEL,,9/20/15 19:19,,9/20/15 19:00,9/20/15 19:03,9/20/15 19:10,9/20/15 19:19,9/20/15 23:58,,9/21/15 0:44,9/21/15 0:05,0:16:13
United Airlines,UAL1593,N37287,B738,Departure,EWR,MCO,Gate_86,Gate_86,4L,4L,ELVAE,,9/20/15 19:20,,9/20/15 19:06,9/20/15 19:07,9/20/15 19:14,9/20/15 19:20,9/20/15 21:28,,9/20/15 22:01,9/20/15 21:39,0:12:54
United Airlines,UAL27,N17139,B752,Departure,EWR,BHX,Gate_126,Gate_126,4L,4L,MERIT,,9/20/15 19:23,,9/20/15 19:05,9/20/15 19:06,9/20/15 19:07,9/20/15 19:23,9/21/15 1:22,,9/21/15 2:10,9/21/15 1:36,0:16:46
United Airlines,TCF3546,N655RW,E170,Departure,EWR,DFW,Gate_22,Gate_22,4L,4L,PARKE,,9/20/15 19:24,,9/20/15 19:10,9/20/15 19:12,9/20/15 19:16,9/20/15 19:24,9/20/15 22:38,,9/20/15 22:57,9/20/15 22:45,0:11:30
United Airlines,UAL57,N78003,B772,Departure,EWR,CDG,Gate_138,Gate_138,4L,4L,MERIT,,9/20/15 19:25,,9/20/15 18:25,9/20/15 19:10,9/20/15 19:10,9/20/15 19:25,9/21/15 1:42,,9/21/15 1:45,9/21/15 1:56,0:15:05
United Airlines,ASQ3924,N14904,E145,Departure,EWR,CMH,Gate_21,Gate_21,4L,4L,ZIMMZ,,9/20/15 19:27,,9/20/15 18:54,9/20/15 19:16,9/20/15 19:17,9/20/15 19:27,9/20/15 20:41,,9/20/15 20:43,9/20/15 20:45,0:10:39
United Airlines,UAL1075,N54711,B737,Departure,EWR,SNA,Gate_88,Gate_88,4L,4L,COATE,,9/20/15 19:29,,9/20/15 19:06,9/20/15 19:16,9/20/15 19:19,9/20/15 19:29,9/21/15 0:26,,9/21/15 1:02,9/21/15 0:30,0:12:50
General Aviation,AWI3800,N448AW,CL-600-2B19,Departure,EWR,PHL,Gate_39,Gate_39,4L,4L,SBJ,,9/20/15 19:29,,9/20/15 18:59,9/20/15 18:57,9/20/15 19:00,9/20/15 19:29,9/20/15 20:03,,9/20/15 20:10,9/20/15 20:07,0:32:23
United Airlines,ASQ4749,N17146,E45X,Departure,EWR,CLT,Gate_24,Gate_24,4L,4L,BIGGY,,9/20/15 19:31,,9/20/15 19:21,9/20/15 19:18,9/20/15 19:24,9/20/15 19:31,9/20/15 20:59,,9/20/15 21:26,9/20/15 21:15,0:12:22
United Airlines,UAL897,N841UA,B753,Departure,EWR,IAH,Gate_70,Gate_70,4L,4L,LANNA,,9/20/15 19:33,,9/20/15 19:16,9/20/15 19:22,,9/20/15 19:33,9/20/15 22:40,,9/20/15 23:05,9/20/15 22:45,0:11:03
General Aviation,POE142,C-GLQZ,DH8D,Departure,EWR,YTZ,Gate_51,Gate_51,4L,4L,COATE,International,9/20/15 19:35,9/20/15,9/20/15 19:25,9/20/15 19:30,9/20/15 19:30,9/20/15 19:35,9/20/15 20:43,,9/20/15 21:00,9/20/15 20:48,0:04:32
United Airlines,UAL23,N13113,B752,Departure,EWR,DUB,Gate_80,Gate_80,4L,4L,MERIT,,9/20/15 19:38,,9/20/15 19:05,9/20/15 19:25,9/20/15 19:30,9/20/15 19:38,9/21/15 1:31,,9/21/15 1:55,9/21/15 1:55,0:12:28
United Airlines,UAL1771,N24715,B737,Departure,EWR,AUS,Gate_103,Gate_103,4L,4L,LANNA,,9/20/15 19:39,,9/20/15 19:22,9/20/15 19:22,9/20/15 19:28,9/20/15 19:39,9/20/15 23:13,,9/20/15 23:29,9/20/15 23:21,0:16:22
United Airlines,UAL120,N66051,B764,Departure,EWR,BCN,Gate_128,Gate_128,4L,4L,MERIT,,9/20/15 19:40,,9/20/15 19:20,9/20/15 19:23,9/20/15 19:23,9/20/15 19:40,9/21/15 2:35,,9/21/15 3:05,9/21/15 2:46,0:16:53
United Airlines,UAL1964,N11206,B738,Departure,EWR,LAX,Gate_82,Gate_82,4L,4L,NEWEL,,9/20/15 19:42,,9/20/15 19:26,9/20/15 19:28,9/20/15 19:34,9/20/15 19:42,9/21/15 0:54,,9/21/15 1:34,9/21/15 1:43,0:13:14
General Aviation,RPA4278,N422YX,E170,Departure,EWR,ORD,,,4L,4L,COATE,,9/20/15 19:43,,9/20/15 19:29,,,9/20/15 19:43,9/20/15 21:30,,,,
United Airlines,ASQ4170,N16147,E45X,Departure,EWR,YUL,Gate_26X,Gate_26X,4L,4L,GREKI,,9/20/15 19:44,,9/20/15 19:29,9/20/15 19:30,9/20/15 19:39,9/20/15 19:44,9/20/15 20:37,,9/20/15 21:05,9/20/15 20:46,0:13:13
United Airlines,UAL1242,N38473,B739,Departure,EWR,SFO,Gate_133,Gate_133,4L,4L,COATE,,9/20/15 19:47,,9/20/15 19:00,9/20/15 19:32,9/20/15 19:38,9/20/15 19:47,9/21/15 1:02,,9/21/15 1:30,9/21/15 1:12,0:14:42
United Airlines,UAL994,N410UA,A320,Departure,EWR,ORD,Gate_72,Gate_72,4L,4L,COATE,,9/20/15 19:52,,9/20/15 17:40,9/20/15 19:38,9/20/15 19:44,9/20/15 19:52,9/20/15 21:34,,9/20/15 20:19,9/20/15 21:47,0:14:39
United Airlines,ASQ4312,N11192,E45X,Departure,EWR,DCA,Gate_27A,Gate_27A,4L,4L,BIGGY,,9/20/15 19:54,,9/20/15 19:40,9/20/15 19:41,9/20/15 19:42,9/20/15 19:54,9/20/15 20:35,,9/20/15 21:01,9/20/15 20:41,0:12:33
United Airlines,UAL25,N14118,B752,Departure,EWR,SNN,Gate_92,Gate_92,4L,4L,MERIT,,9/20/15 19:55,,9/20/15 19:35,9/20/15 19:34,9/20/15 19:40,9/20/15 19:55,9/21/15 1:23,,9/21/15 2:00,9/21/15 1:29,0:20:29
United Airlines,UAL1648,N37267,B738,Departure,EWR,PDX,Gate_84,Gate_84,4L,4L,COATE,,9/20/15 19:57,,9/20/15 19:40,9/20/15 19:49,9/20/15 19:51,9/20/15 19:57,9/21/15 1:24,,9/21/15 1:50,9/21/15 1:28,0:07:46
United Airlines,UAL1732,N21723,B737,Departure,EWR,SAN,Gate_96,Gate_96,4L,4L,NEWEL,,9/20/15 19:59,,9/20/15 19:24,9/20/15 19:42,9/20/15 19:48,9/20/15 19:59,9/21/15 1:17,,9/21/15 1:31,9/21/15 1:20,0:17:35
United Airlines,UAL29,N77014,B772,Departure,EWR,LHR,Gate_123,Gate_123,4L,4L,MERIT,,9/20/15 20:01,,9/20/15 19:30,9/20/15 19:43,9/20/15 19:49,9/20/15 20:01,9/21/15 2:16,,9/21/15 2:40,9/21/15 2:26,0:17:17
General Aviation,AAL1598,N847NN,B738,Departure,EWR,MIA,Gate_34,Gate_34,4L,4L,ELVAE,,9/20/15 20:03,,9/20/15 19:35,9/20/15 19:52,9/20/15 19:56,9/20/15 20:03,9/20/15 22:45,,9/20/15 22:53,,0:11:25
United Airlines,UAL1922,N27477,B739,Departure,EWR,SEA,Gate_134,Gate_134,4L,4L,GAYEL,,9/20/15 20:04,,9/20/15 19:36,9/20/15 19:41,9/20/15 19:46,9/20/15 20:04,9/21/15 1:48,,9/21/15 1:57,9/21/15 2:01,0:22:49
United Airlines,RPA3299,N651RW,E170,Departure,EWR,IND,Gate_107,Gate_107,4L,4L,ZIMMZ,,9/20/15 20:05,,9/20/15 19:10,9/20/15 19:45,9/20/15 19:51,9/20/15 20:05,9/20/15 21:53,,9/20/15 21:19,9/20/15 21:58,0:20:14
United Airlines,ASQ4308,N18556,E145,Departure,EWR,SBN,Gate_26,Gate_26,4L,4L,NEWEL,,9/20/15 20:07,,9/20/15 20:00,9/20/15 19:56,9/20/15 19:59,9/20/15 20:07,9/20/15 21:39,,9/20/15 22:06,9/20/15 21:44,0:11:06
United Airlines,UAL1024,N68817,B739,Departure,EWR,SFO,Gate_127,Gate_127,4L,4L,COATE,,9/20/15 20:08,,9/20/15 19:44,9/20/15 19:52,9/20/15 19:52,9/20/15 20:08,9/21/15 1:15,,9/21/15 2:06,9/21/15 1:29,0:16:42
United Airlines,UAL161,N48127,B752,Departure,EWR,GLA,Gate_137,Gate_137,4L,4L,GREKI,,9/20/15 20:09,,9/20/15 19:45,9/20/15 19:47,9/20/15 19:48,9/20/15 20:09,9/21/15 2:03,,9/21/15 2:30,9/21/15 2:22,0:22:13
United Airlines,ASQ175,N10575,E145,Departure,EWR,BNA,,,4L,4L,PARKE,,9/20/15 20:11,,9/20/15 20:00,,,9/20/15 20:11,9/20/15 22:06,,,,
United Airlines,TCF3446,N640RW,E170,Departure,EWR,ORD,Gate_25,Gate_25,4L,4L,COATE,,9/20/15 20:13,,9/20/15 19:50,9/20/15 20:01,9/20/15 20:02,9/20/15 20:13,9/20/15 22:03,,9/20/15 22:36,9/20/15 22:17,0:12:00
United Airlines,ASQ6049,N14542,E145,Departure,EWR,IAD,Gate_20A,Gate_20A,4L,4L,PARKE,,9/20/15 20:14,,9/20/15 19:54,9/20/15 20:02,9/20/15 20:03,9/20/15 20:14,9/20/15 21:09,,9/20/15 21:15,9/20/15 21:19,0:12:03
United Airlines,UAL170,N68061,B764,Departure,EWR,VCE,Gate_98,Gate_98,4L,4L,MERIT,,9/20/15 20:15,,9/20/15 18:45,9/20/15 19:57,9/20/15 20:02,9/20/15 20:15,9/21/15 3:31,,9/21/15 3:05,9/21/15 3:39,0:17:32
United Airlines,TCF3458,N862RW,E170,Departure,EWR,SDF,Gate_114,Gate_114,4L,4L,PARKE,,9/20/15 20:18,,9/20/15 20:00,9/20/15 20:06,9/20/15 20:09,9/20/15 20:18,9/20/15 21:56,,9/20/15 22:13,9/20/15 22:01,0:12:24
United Airlines,ASQ5796,N29906,E145,Departure,EWR,SAV,Gate_27,Gate_27,4L,4L,ELVAE,,9/20/15 20:19,,9/20/15 20:00,9/20/15 20:11,9/20/15 20:14,9/20/15 20:19,9/20/15 22:02,,9/20/15 22:17,9/20/15 22:08,0:08:00
United Airlines,UAL81,N17105,B752,Departure,EWR,MAN,Gate_71,Gate_71,4L,4L,MERIT,,9/20/15 20:20,,9/20/15 19:40,9/20/15 19:57,9/20/15 20:05,9/20/15 20:20,9/21/15 2:32,,9/21/15 2:40,9/21/15 2:44,0:22:57
United Airlines,UAL1422,N24729,B737,Departure,EWR,DTW,Gate_113,Gate_113,4L,4L,GAYEL,,9/20/15 20:21,,9/20/15 20:00,9/20/15 20:05,9/20/15 20:10,9/20/15 20:21,9/20/15 21:37,,9/20/15 21:54,9/20/15 21:43,0:16:16
United Airlines,UAL1544,N28457,B739,Departure,EWR,FLL,Gate_131,,4L,4L,ELVAE,,9/20/15 20:24,,9/20/15 20:05,9/20/15 20:04,9/20/15 20:10,9/20/15 20:24,9/20/15 22:48,,9/20/15 23:11,9/20/15 22:51,0:18:39
United Airlines,UAL1577,N37456,B739,Departure,EWR,LAX,Gate_83,Gate_83,4L,4L,NEWEL,,9/20/15 20:25,,9/20/15 20:10,9/20/15 20:09,9/20/15 20:14,9/20/15 20:25,,,9/21/15 2:27,,0:16:43
United Airlines,UAL708,N835UA,A319,Departure,EWR,ORD,Gate_112,Gate_112,4L,4L,COATE,,9/20/15 20:26,,9/20/15 16:40,9/20/15 20:10,9/20/15 20:13,9/20/15 20:26,9/20/15 22:14,,9/20/15 19:26,9/20/15 22:26,0:16:37
United Airlines,UCA4834,N365PH,DH8B,Departure,EWR,ALB,Gate_87,Gate_87,4L,4L,BREZY,,9/20/15 20:27,,9/20/15 20:00,9/20/15 20:09,9/20/15 20:14,9/20/15 20:27,9/20/15 21:10,,9/20/15 21:14,9/20/15 21:20,0:17:32
General Aviation,DAL2142,N994AT,B712,Departure,EWR,ATL,*46,,4L,4L,LANNA,Domestic,9/20/15 20:30,9/20/15,9/20/15 19:30,9/20/15 20:12,,9/20/15 20:30,9/20/15 22:16,,9/20/15 22:04,,
United Airlines,ASQ4444,N11181,E45X,Departure,EWR,OKC,Gate_25A,Gate_25A,4L,4L,ZIMMZ,,9/20/15 20:31,,9/20/15 20:15,9/20/15 20:16,9/20/15 20:20,9/20/15 20:31,9/21/15 0:01,,9/20/15 23:57,9/21/15 0:08,0:14:59
General Aviation,POE144,C-GLQX,DH8D,Departure,EWR,YTZ,Gate_51,,4L,4L,COATE,International,9/20/15 20:32,9/21/15,9/20/15 20:10,9/20/15 20:10,,9/20/15 20:32,9/20/15 21:34,,9/20/15 21:40,9/20/15 21:40,
General Aviation,BOS4,F-HAVI,B752,Departure,EWR,ORY,,,4L,4L,MERIT,International,9/20/15 20:35,9/21/15,9/20/15 20:25,,,9/20/15 20:35,,,,,
United Airlines,ASQ148,N11150,E45X,Departure,EWR,MHT,,,4L,4L,GREKI,,9/20/15 20:36,,9/20/15 20:31,,,9/20/15 20:36,9/20/15 21:16,,,,
United Airlines,ASQ4216,N12135,E45X,Departure,EWR,MEM,Gate_23,Gate_23,4L,4L,PARKE,,9/20/15 20:37,,9/20/15 20:20,9/20/15 20:18,9/20/15 20:30,9/20/15 20:37,9/20/15 22:59,,9/20/15 23:09,9/20/15 23:04,0:19:14
United Airlines,UAL1049,N24211,B738,Departure,EWR,MIA,Gate_85,Gate_85,4L,4L,ELVAE,,9/20/15 20:39,,9/20/15 20:06,9/20/15 20:22,9/20/15 20:28,9/20/15 20:39,9/20/15 23:09,,9/20/15 23:14,9/20/15 23:13,0:16:33
General Aviation,JZA495,C-FIJA,CRJ2,Departure,EWR,YUL,Gate_12,,4L,4L,GREKI,,9/20/15 20:40,,9/20/15 19:55,9/20/15 20:20,,9/20/15 20:40,9/20/15 21:39,,9/20/15 21:14,,
United Airlines,UAL64,N67134,B752,Departure,EWR,LIS,Gate_136,Gate_136,4L,4L,MERIT,,9/20/15 20:41,,9/20/15 20:15,9/20/15 20:23,9/20/15 20:24,9/20/15 20:41,9/21/15 3:07,,9/21/15 3:20,9/21/15 3:12,0:18:24
General Aviation,DLH413,D-AIHZ,A346,Departure,EWR,MUC,Gate_62,Gate_62,4L,4L,GREKI,International,9/20/15 20:43,9/21/15,9/20/15 20:15,9/20/15 20:26,9/20/15 20:31,9/20/15 20:43,,,9/21/15 4:15,,0:16:54
United Airlines,ASQ4543,N24103,E45X,Departure,EWR,DSM,Gate_20,Gate_20,4L,4L,NEWEL,,9/20/15 20:45,,9/20/15 20:29,9/20/15 20:30,9/20/15 20:33,9/20/15 20:45,9/20/15 23:20,,9/20/15 23:28,9/20/15 23:28,0:14:53
United Airlines,UAL50,N78017,B772,Departure,EWR,FRA,Gate_102,Gate_102,4L,4L,MERIT,,9/20/15 20:46,,9/20/15 19:35,9/20/15 20:23,9/20/15 20:30,9/20/15 20:46,9/21/15 3:20,,9/21/15 3:20,9/21/15 3:36,0:22:54
General Aviation,ENY3169,N504AE,CRJ7,Departure,EWR,ORD,Gate_33,Gate_33,4L,4L,COATE,,9/20/15 20:48,,9/20/15 20:24,9/20/15 20:31,9/20/15 20:33,9/20/15 20:48,9/20/15 22:33,,9/20/15 22:58,,0:16:45
United Airlines,ASQ6117,N14923,E145,Departure,EWR,STL,Gate_130,Gate_130,4L,4L,ZIMMZ,,9/20/15 20:49,,9/20/15 20:23,9/20/15 20:25,9/20/15 20:30,9/20/15 20:49,9/20/15 23:07,,9/20/15 23:02,9/20/15 23:14,0:23:24
United Airlines,UAL1194,N76502,B738,Departure,EWR,MSY,Gate_111,Gate_111,4L,4L,BIGGY,,9/20/15 20:50,,9/20/15 19:19,9/20/15 20:27,9/20/15 20:32,9/20/15 20:50,9/20/15 23:20,,9/20/15 22:29,9/20/15 23:25,0:22:45
General Aviation,DJT101,F-HTAG,B752,Departure,EWR,CDG,,,4L,4L,MERIT,,9/20/15 20:51,,9/20/15 20:35,,,9/20/15 20:51,,,9/21/15 3:55,,
United Airlines,UCA4815,N367PH,DH8B,Departure,EWR,ITH,Gate_115,Gate_115,4L,4L,HAAYS,,9/20/15 20:52,,9/20/15 20:40,9/20/15 20:40,9/20/15 20:40,9/20/15 20:52,9/20/15 21:32,,9/20/15 21:56,9/20/15 21:37,0:12:26
United Airlines,UAL62,N17128,B752,Departure,EWR,MAD,Gate_94,Gate_94,4L,4L,MERIT,,9/20/15 20:55,,9/20/15 20:35,9/20/15 20:35,9/20/15 20:41,9/20/15 20:55,9/21/15 3:26,,9/21/15 4:05,9/21/15 3:37,0:19:38
United Airlines,UAL36,N14107,B752,Departure,EWR,EDI,Gate_135,Gate_135,4L,4L,GREKI,,9/20/15 20:56,,9/20/15 20:10,9/20/15 20:23,9/20/15 20:29,9/20/15 20:56,9/21/15 2:56,,9/21/15 2:55,9/21/15 3:04,0:33:28
United Airlines,UAL968,N78008,B772,Departure,EWR,MXP,Gate_110,Gate_110,4L,4L,MERIT,,9/20/15 20:58,,9/20/15 18:40,9/20/15 20:34,9/20/15 20:39,9/20/15 20:58,9/21/15 3:55,,9/21/15 2:40,9/21/15 4:05,0:23:30
General Aviation,SWA976,N792SW,B737,Departure,EWR,MDW,Gate_14,Gate_14,4L,4L,NEWEL,,9/20/15 21:00,,9/20/15 20:50,9/20/15 20:47,9/20/15 20:49,9/20/15 21:00,9/20/15 22:43,,9/20/15 23:15,9/20/15 22:45,0:12:56
General Aviation,PDT4748,N816EX,DHC-8-102,Departure,EWR,PHL,Gate_39,Gate_39,4L,4L,SBJ,,9/20/15 21:01,,9/20/15 17:55,9/20/15 20:48,9/20/15 20:49,9/20/15 21:01,9/20/15 21:38,,9/20/15 18:51,,0:12:38
United Airlines,UAL1952,N39423,B739,Departure,EWR,SFO,Gate_132,Gate_132,4L,4L,NEWEL,,9/20/15 21:03,,9/20/15 20:32,9/20/15 20:42,9/20/15 20:48,9/20/15 21:03,9/21/15 2:19,,9/21/15 2:36,9/21/15 2:24,0:20:59
United Airlines,UAL48,N77012,B772,Departure,EWR,BOM,Gate_121,Gate_121,4L,4L,MERIT,,9/20/15 21:04,,9/20/15 20:25,9/20/15 20:42,9/20/15 20:50,9/20/15 21:04,9/21/15 11:27,,9/21/15 11:20,9/21/15 11:37,0:22:21
United Airlines,UAL1552,N81449,B739,Departure,EWR,PBI,Gate_103,Gate_103,4L,4L,ELVAE,,9/20/15 21:06,,9/20/15 20:35,9/20/15 20:43,9/20/15 20:51,9/20/15 21:06,9/20/15 23:17,,9/20/15 23:29,9/20/15 23:21,0:22:39
United Airlines,RPA4883,N345NG,DH8D,Departure,EWR,PIT,Gate_109,Gate_109,4L,4L,ZIMMZ,,9/20/15 21:07,,9/20/15 19:47,9/20/15 20:52,9/20/15 20:53,9/20/15 21:07,9/20/15 22:12,,9/20/15 21:27,9/20/15 22:16,0:14:32
United Airlines,UAL340,N814UA,A319,Departure,EWR,ORD,Gate_81,Gate_81,4L,4L,COATE,,9/20/15 21:09,,9/20/15 20:50,9/20/15 20:53,9/20/15 20:57,9/20/15 21:09,9/20/15 22:54,,9/20/15 23:36,9/20/15 23:01,0:16:05
United Airlines,UAL2140,N57852,757-324,Departure,EWR,IAH,Gate_73,Gate_73,4L,4L,LANNA,,9/20/15 21:10,,9/20/15 21:00,9/20/15 21:02,,9/20/15 21:10,9/21/15 0:15,,9/21/15 0:40,9/21/15 0:22,0:07:13
United Airlines,UAL1460,N12238,B738,Departure,EWR,LAS,Gate_101,Gate_101,4L,4L,NEWEL,,9/20/15 21:11,,9/20/15 20:51,9/20/15 20:53,9/20/15 20:58,9/20/15 21:11,9/21/15 2:04,,9/21/15 2:35,9/21/15 2:13,0:18:40
United Airlines,ASQ143,N14920,E145,Departure,EWR,RDU,,,4L,4L,ELVAE,,9/20/15 21:12,,9/20/15 20:45,,,9/20/15 21:12,9/20/15 22:23,,,,
General Aviation,JBU2680,N298JB,E190,Departure,EWR,BOS,Gate_17,Gate_17,4L,4L,MERIT,,9/20/15 21:14,,9/20/15 21:10,9/20/15 21:02,9/20/15 21:04,9/20/15 21:14,9/20/15 21:55,,9/20/15 22:18,,0:11:51
United Airlines,ASQ4739,N14198,E45X,Departure,EWR,RIC,Gate_28,,4L,4L,ELVAE,,9/20/15 21:15,,9/20/15 21:00,9/20/15 20:48,,9/20/15 21:15,9/20/15 22:04,,9/20/15 22:19,9/20/15 22:12,
United Airlines,ASQ4564,N13914,E145,Departure,EWR,YHZ,Gate_26,Gate_26,4L,4L,GREKI,,9/20/15 21:16,,9/20/15 21:01,9/20/15 21:00,9/20/15 21:06,9/20/15 21:16,9/20/15 22:40,,9/20/15 22:52,9/20/15 22:52,0:15:28
United Airlines,UAL1244,N35204,B738,Departure,EWR,ATL,Gate_86,Gate_86,4L,4L,LANNA,,9/20/15 21:17,,9/20/15 21:00,9/20/15 21:01,9/20/15 21:04,9/20/15 21:17,9/20/15 23:05,,9/20/15 23:33,9/20/15 23:16,0:15:56
United Airlines,RPA3311,N652PY,E170,Departure,MSY,EWR,Gate_70,,4L,4L,GCV,,9/20/15 21:19,,9/19/15 13:00,9/19/15 13:35,,9/20/15 21:19,9/19/15 16:24,,9/19/15 16:02,9/19/15 16:32,
United Airlines,UAL1071,N38467,B739,Departure,EWR,BQN,Gate_75,Gate_75,4L,4L,ELVAE,,9/20/15 21:20,,9/20/15 21:00,9/20/15 21:01,9/20/15 21:05,9/20/15 21:20,9/21/15 0:29,,9/21/15 0:55,9/21/15 0:34,0:18:58
United Airlines,UAL1610,N66848,B739,Departure,EWR,BOS,Gate_133,Gate_133,4L,4L,MERIT,,9/20/15 21:21,,9/20/15 21:00,9/20/15 20:57,9/20/15 21:01,9/20/15 21:21,9/20/15 21:59,,9/20/15 22:15,9/20/15 22:07,0:24:17
United Airlines,UAL515,N819UA,A319,Departure,EWR,CLE,Gate_107,Gate_107,4L,4L,NEWEL,,9/20/15 21:24,,9/20/15 20:16,9/20/15 21:01,9/20/15 21:05,9/20/15 21:24,9/20/15 22:21,,9/20/15 22:02,9/20/15 22:24,0:22:30
